,strike,dip,longitude,latitude,depth,rake,mag,geometry
0,,,90.14001,24.22211,12.071068,90.0,7.2522481,"POLYGON((90.05993153712862 23.821699950131364 5.0,90.04017698360931 23.86287058666391 5.0,90.04273664158956 23.907777296295937 5.0,90.04529810110452 23.95268376960126 5.0,90.04842912083005 23.997560150729285 5.0,90.05741264191929 24.041774316597674 5.0,90.06640238021686 24.085987848075696 5.0,90.07038711058709 24.130807933646953 5.0,90.0706259115547 24.17577357813818 5.0,90.0703022861445 24.220738571539567 5.0,90.06647676339328 24.265567903960765 5.0,90.06264857809893 24.310397165632725 5.0,90.05881772039317 24.35522638389699 5.0,90.05498418038407 24.400055586094517 5.0,90.0511479481558 24.44488479956586 5.0,90.04402948793823 24.489379699446847 5.0,90.04058668417551 24.53423596506401 5.0,90.04060441033688 24.579202790123507 5.0,90.04062217044299 24.624169834250853 5.0,90.07559060482798 24.62485986699279 8.535533911865475,90.1105594230188 24.625541815804084 12.07106782373095,90.14552862050847 24.626215680342526 15.606601735596426,90.18049819278932 24.626881460269914 19.1421356474619,90.18043016914665 24.58191464481014 19.1421356474619,90.18036230186603 24.536948048252963 19.1421356474619,90.18375520932055 24.492092010413238 19.1421356474619,90.19082429492748 24.44759733631422 19.1421356474619,90.1946109019706 24.40276835016011 19.1421356474619,90.19839493747149 24.357939375118416 19.1421356474619,90.20217641112694 24.31311038384921 19.1421356474619,90.2059553326108 24.268281349012096 19.1421356474619,90.20973171157407 24.223452243266113 19.1421356474619,90.21000616493706 24.178487477065655 19.1421356474619,90.20971831166489 24.13352205961859 19.1421356474619,90.2056848074629 24.088702200197694 19.1421356474619,90.19664707228952 24.044488891654577 19.1421356474619,90.18761566955943 24.000274948570844 19.1421356474619,90.18443616940878 23.95539879340772 19.1421356474619,90.18182631613658 23.91049254606145 19.1421356474619,90.17921838317847 23.865586062232673 19.1421356474619,90.19892878245545 23.82441563257983 19.1421356474619,90.16417892778578 23.823748392981855 15.606601735596426,90.12942943257121 23.823073365820942 12.07106782373095,90.09468030096721 23.822390551426412 8.535533911865475,90.05993153712862 23.821699950131364 5.0))"
